# 14 out of 14 mutations
3280 #trees
v10 v8
v9 v13
v9 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v2
13 #edges, tree 125
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v4
v7 v3
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v2
13 #edges, tree 126
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v3
v6 v2
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 127
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v2
v6 v11
v6 v9
v6 v3
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 128
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v3
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 129
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v6 v11
v6 v9
v6 v3
v1 v12
v1 v6
v1 v4
13 #edges, tree 130
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v6 v11
v6 v9
v6 v3
v5 v2
v1 v12
v1 v6
v1 v4
13 #edges, tree 131
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v7 v2
v6 v11
v6 v9
v6 v3
v1 v12
v1 v6
v1 v4
13 #edges, tree 132
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v2
v6 v11
v6 v9
v6 v3
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 133
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v3
v5 v2
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 134
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v7 v2
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 135
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 136
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v6 v11
v6 v9
v6 v7
v5 v2
v1 v12
v1 v6
v1 v4
13 #edges, tree 137
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v6 v11
v6 v9
v6 v2
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 138
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v9 v2
v6 v11
v6 v9
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 139
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v7 v2
v6 v11
v6 v9
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 140
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v6 v11
v6 v9
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 141
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v3
v6 v11
v6 v9
v5 v2
v1 v12
v1 v7
v1 v6
v1 v4
13 #edges, tree 142
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v7 v2
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 143
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 144
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v3
v6 v11
v6 v9
v6 v7
v5 v2
v1 v12
v1 v6
v1 v4
13 #edges, tree 145
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v7 v2
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
v1 v3
13 #edges, tree 146
v13 v5
v11 v10
v11 v3
v10 v14
v10 v8
v9 v13
v7 v2
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 147
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v7 v2
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 148
v13 v5
v11 v10
v11 v3
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v7
v5 v2
v1 v12
v1 v6
v1 v4
13 #edges, tree 149
v13 v5
v13 v2
v11 v10
v11 v3
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 150
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
v1 v3
13 #edges, tree 151
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v1 v12
v1 v6
v1 v4
13 #edges, tree 152
v13 v5
v11 v10
v10 v14
v10 v8
v10 v3
v9 v13
v6 v11
v6 v9
v6 v7
v5 v2
v1 v12
v1 v6
v1 v4
13 #edges, tree 153
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v7
v5 v2
v1 v12
v1 v6
v1 v4
v1 v3
13 #edges, tree 154
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v6 v11
v6 v9
v6 v2
v1 v12
v1 v7
v1 v6
v1 v4
v1 v3
13 #edges, tree 155
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v2
v6 v11
v6 v9
v1 v12
v1 v7
v1 v6
v1 v4
v1 v3
13 #edges, tree 156
v13 v5
v13 v2
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v6 v11
v6 v9
v1 v12
v1 v6
v1 v4
v1 v3
13 #edges, tree 157
v13 v5
v11 v10
v10 v14
v10 v8
v9 v13
v9 v7
v7 v2
v6 v11
v6 v9
v1 v12
